event_id,visit_type,name,country,locale,remarks,date_start,date_end
2014,secretary,James Addison Baker III,Australia,Sydney,Attended U.S.-Australian Bilateral Ministerial Meeting and Conference on Asia Pacific Economic Cooperation.,1989-11-01,1989-11-08
2014,secretary,James Addison Baker III,Australia,Canberra,Attended U.S.-Australian Bilateral Ministerial Meeting and Conference on Asia Pacific Economic Cooperation.,1989-11-01,1989-11-08
2015,secretary,James Addison Baker III,Malta,Valletta,Accompanied President Bush to meetings with Soviet President Gorbachev.,1989-12-01,1989-12-03
2015,secretary,James Addison Baker III,Malta,Marsaxlokk Bay,Accompanied President Bush to meetings with Soviet President Gorbachev.,1989-12-01,1989-12-03
2016,secretary,James Addison Baker III,Belgium,Brussels,Accompanied President Bush to meetings with NATO heads of state and government.,1989-12-03,1989-12-04
2017,secretary,James Addison Baker III,United Kingdom,London,Met with Prime Minister Thatcher and Foreign Secretary Hurd.,1989-12-11,1989-12-11
2018,secretary,James Addison Baker III,Germany,West Berlin,Met with West German Chancellor Kohl; delivered a public address.,1989-12-11,1989-12-12
2019,secretary,James Addison Baker III,German Democratic Republic,Potsdam,Met with East German Prime Minister Modrow and with religious leaders.,1989-12-12,1989-12-12
2020,secretary,James Addison Baker III,Belgium,Brussels,Discussed aid to Eastern Europe with representatives of the Group of 24; attended a NATO Foreign Ministers Meeting.,1989-12-13,1989-12-15
2021,secretary,James Addison Baker III,Netherlands Antilles,St. Maartin,Accompanied President Bush en route to meeting with French President Mitterrand.,1989-12-16,1989-12-16
2022,secretary,James Addison Baker III,France,St. Martin Island (West Indies),Accompanied President Bush to an informal meeting with President Mitterrand.,1989-12-16,1989-12-16
2023,secretary,James Addison Baker III,Ireland,Shannon,Met with French Foreign Minister Dumas.,1990-02-06,1990-02-06
2024,secretary,James Addison Baker III,Czechoslovakia,Prague,Met with President Havel; delivered an address at Charles University.,1990-02-06,1990-02-06
2025,secretary,James Addison Baker III,U.S.S.R.,Moscow,Met with Soviet leaders; addressed the International Affairs Committee of the Supreme Soviet.,1990-02-07,1990-02-10
2026,secretary,James Addison Baker III,Bulgaria,Sofia,Met with Bulgarian officials and opposition leaders.,1990-02-10,1990-02-11
2027,secretary,James Addison Baker III,Romania,Bucharest,Met with Romanian officials and opposition leaders.,1990-02-11,1990-02-11
2028,secretary,James Addison Baker III,Canada,Ottawa,Attended Open Skies Ministerial Conference of NATO and Warsaw Pact Foreign Ministers.,1990-02-11,1990-02-13
2029,secretary,James Addison Baker III,Colombia,Cartagena,"Accompanied President Bush to Drug Summit Meeting with the Presidents of Colombia, Bolivia, and Peru.",1990-02-15,1990-02-15
2030,secretary,James Addison Baker III,Namibia,Windhoek,Attended Namibian independence ceremonies. Met with Soviet Foreign Minister Shevardnadze.,1990-03-19,1990-03-22
2031,secretary,James Addison Baker III,South Africa,Cape Town,"Met with President De Klerk, South African officials, and leaders of the African National Congress (ANC).",1990-03-22,1990-03-23
2031,secretary,James Addison Baker III,South Africa,Johannesburg,"Met with President De Klerk, South African officials, and leaders of the African National Congress (ANC).",1990-03-22,1990-03-23
2031,secretary,James Addison Baker III,South Africa,Soweto,"Met with President De Klerk, South African officials, and leaders of the African National Congress (ANC).",1990-03-22,1990-03-23
2032,secretary,James Addison Baker III,Democratic Republic of the Congo (Zaire),Kinshasa,Met with President Mobutu and with UNITA leader Savimbi.,1990-03-23,1990-03-24
2033,secretary,James Addison Baker III,United Kingdom,Bermuda,Accompanied President Bush to an informal meeting with Prime Minister Thatcher.,1990-04-13,1990-04-14
2034,secretary,James Addison Baker III,Belgium,Brussels,Met with NATO and European Community Foreign Ministers.,1990-05-03,1990-05-03
2035,secretary,James Addison Baker III,"Germany, Federal Republic of",Bonn,Attended Two-Plus-Four Ministerial Meeting on German reunification.,1990-05-04,1990-05-06
2036,secretary,James Addison Baker III,Poland,Warsaw,Met with Polish officials and leaders of Solidarity.,1990-05-06,1990-05-06
2037,secretary,James Addison Baker III,U.S.S.R.,Moscow,Attended pre-summit and arms reduction negotiations with senior Soviet officials. Also met with Egyptian President Mubarak and Lithuanian Prime Minister Prunskiene.,1990-05-15,1990-05-19
2037,secretary,James Addison Baker III,U.S.S.R.,Zagorsk,Attended pre-summit and arms reduction negotiations with senior Soviet officials. Also met with Egyptian President Mubarak and Lithuanian Prime Minister Prunskiene.,1990-05-15,1990-05-19
2037,secretary,James Addison Baker III,U.S.S.R.,Radonezsh,Attended pre-summit and arms reduction negotiations with senior Soviet officials. Also met with Egyptian President Mubarak and Lithuanian Prime Minister Prunskiene.,1990-05-15,1990-05-19
2038,secretary,James Addison Baker III,Denmark,Copenhagen,Attended CSCE Meeting and met with Soviet Foreign Minister Shevardnadze.,1990-06-05,1990-06-06
2039,secretary,James Addison Baker III,United Kingdom,Turnberry (Scotland),Attended NATO Foreign Ministers meeting.,1990-06-06,1990-06-08
2040,secretary,James Addison Baker III,Guatemala,Guatemala City,Met with Presidents of the Central American Republics.,1990-06-17,1990-06-19
2040,secretary,James Addison Baker III,Guatemala,Antigua Guatemala,Met with Presidents of the Central American Republics.,1990-06-17,1990-06-19
2041,secretary,James Addison Baker III,German Democratic Republic,East Berlin,Attended Two-Plus-Four Foreign Ministers Meeting.,1990-06-20,1990-06-22
2042,secretary,James Addison Baker III,Ireland,Shannon,Met with Foreign Minister Collins.,1990-06-23,1990-06-23
2043,secretary,James Addison Baker III,Belgium,Brussels,Attended meeting of the Group of 24.,1990-07-03,1990-07-04
2044,secretary,James Addison Baker III,United Kingdom,London,Accompanied President Bush to NATO Summit Meeting.,1990-07-05,1990-07-06
2045,secretary,James Addison Baker III,France,Paris,Attended Two-Plus-Four Foreign Ministers Meeting.,1990-07-16,1990-07-18
2046,secretary,James Addison Baker III,Indonesia,Jakarta,Attended ASEAN Post-Ministerial Conference.,1990-07-26,1990-07-29
2047,secretary,James Addison Baker III,Singapore,Singapore,Attended Second Asia-Pacific Economic Cooperation Meeting.,1990-07-29,1990-07-31
2048,secretary,James Addison Baker III,U.S.S.R.,Irkutsk,Met with Foreign Minister Shevardnadze.,1990-07-31,1990-08-02
2049,secretary,James Addison Baker III,Mongolia,Ulaanbaatar,Met with President Ochirbat and Foreign Minister Gombosuren.,1990-08-02,1990-08-03
2050,secretary,James Addison Baker III,U.S.S.R.,Moscow,Met with Foreign Minister Shevardnadze; issued a joint statement on the Iraqi invasion of Kuwait.,1990-08-03,1990-08-03
2051,secretary,James Addison Baker III,Turkey,Ankara,Met with President Ozal and senior Turkish officials.,1990-08-08,1990-08-09
2052,secretary,James Addison Baker III,Belgium,Brussels,Attended a special session of the North Atlantic Council.,1990-08-10,1990-08-10
2053,secretary,James Addison Baker III,Saudi Arabia,Jeddah,Met with King Fahd and with Emir al-Sabah of Kuwait; discussed financing of U.S. military presence. Visited U.S. military personnel.,1990-09-06,1990-09-07
2053,secretary,James Addison Baker III,Saudi Arabia,Taif,Met with King Fahd and with Emir al-Sabah of Kuwait; discussed financing of U.S. military presence. Visited U.S. military personnel.,1990-09-06,1990-09-07
2054,secretary,James Addison Baker III,United Arab Emirates,Abu Dhabi,Met with Sheikh al-Nahyan.,1990-09-07,1990-09-07
2055,secretary,James Addison Baker III,Egypt,Cairo,Met with President Mubarak. Discussed increased Egyptian military commitment in the Persian Gulf.,1990-09-07,1990-09-08
2055,secretary,James Addison Baker III,Egypt,Alexandria,Met with President Mubarak. Discussed increased Egyptian military commitment in the Persian Gulf.,1990-09-07,1990-09-08
2056,secretary,James Addison Baker III,Finland,Helsinki,Accompanied President Bush to summit meeting with Soviet President Gorbachev.,1990-09-08,1990-09-10
2057,secretary,James Addison Baker III,Belgium,Brussels,Briefed NATO Foreign Ministers on the U.S.-Soviet summit meeting and the Persian Gulf crisis.,1990-09-10,1990-09-10
2058,secretary,James Addison Baker III,U.S.S.R.,Moscow,Met with President Gorbachev and Foreign Minister Shevardnadze. Attended Two-Plus-Four Foreign Ministers Meeting. Signed Treaty on the Final Settlement With Respect to Germany.,1990-09-10,1990-09-13
2059,secretary,James Addison Baker III,Syria,Damascus,Met with President Assad and Foreign Minister Sharaa.,1990-09-13,1990-09-14
2060,secretary,James Addison Baker III,Italy,Rome,Met with senior Italian officials.,1990-09-15,1990-09-15
2061,secretary,James Addison Baker III,"Germany, Federal Republic of",Bonn,Met with Chancellor Kohl and Foreign Minister Genscher.,1990-09-15,1990-09-15
2061,secretary,James Addison Baker III,"Germany, Federal Republic of",Ludwigshafen,Met with Chancellor Kohl and Foreign Minister Genscher.,1990-09-15,1990-09-15
2062,secretary,James Addison Baker III,Bahrain,Manama,Met with Amir Sheikh Isa bin Sulman al-Khalifa.,1990-11-04,1990-11-05
2063,secretary,James Addison Baker III,Saudi Arabia,Jeddah,"Met with King Fahd, Foreign Minister Prince Saud, and the Emir of Kuwait. Addressed U.S. military personnel.",1990-11-04,1990-11-06
2063,secretary,James Addison Baker III,Saudi Arabia,Taif,"Met with King Fahd, Foreign Minister Prince Saud, and the Emir of Kuwait. Addressed U.S. military personnel.",1990-11-04,1990-11-06
2064,secretary,James Addison Baker III,Egypt,Cairo,Met with President Mubarak and Chinese Foreign Minister Qian.,1990-11-06,1990-11-07
2065,secretary,James Addison Baker III,Turkey,Ankara,Met with President Ozal.,1990-11-07,1990-11-07
2066,secretary,James Addison Baker III,U.S.S.R.,Moscow,Met with President Gorbachev.,1990-11-07,1990-11-09
2067,secretary,James Addison Baker III,United Kingdom,London,Met with Prime Minister Thatcher.,1990-11-09,1990-11-10
2068,secretary,James Addison Baker III,France,Paris,Met with President Mitterrand.,1990-11-10,1990-11-10
2069,secretary,James Addison Baker III,United Kingdom,Bermuda,Met with Canadian External Affairs Secretary Clark.,1990-11-13,1990-11-13
2070,secretary,James Addison Baker III,Belgium,Brussels,Attended U.S.-European Community Meeting.,1990-11-16,1990-11-17
2071,secretary,James Addison Baker III,Switzerland,Geneva,"Discussed the Persian Gulf crisis with the Foreign Ministers of Ethiopia, Cote d'Ivoire, and Zaire.",1990-11-17,1990-11-17
2072,secretary,James Addison Baker III,France,Paris,"Discussed the Persian Gulf crisis with the Foreign Ministers of Romania, Finland, France, the United Kingdom, and the Soviet Union. Joined President Bush for meetings with Soviet President Gorbachev, CSCE Summit meeting, and signing of the Conventional Forces in Europe Treaty.",1990-11-17,1990-11-21
2073,secretary,James Addison Baker III,Saudi Arabia,Jeddah,Accompanied President Bush to meetings with King Fahd and the Amir of Kuwait.,1990-11-21,1990-11-22
2074,secretary,James Addison Baker III,Yemen,Sana'a,Discussed the Persian Gulf crisis with President Salih.,1990-11-22,1990-11-22
2075,secretary,James Addison Baker III,Egypt,Cairo,Accompanied President Bush to meeting with President Mubarak.,1990-11-23,1990-11-23
2076,secretary,James Addison Baker III,Colombia,Bogota,Discussed the Persian Gulf crisis with President Gaviria and Foreign Minister Jaramillo.,1990-11-24,1990-11-24
2077,secretary,James Addison Baker III,Belgium,Brussels,Attended NATO Ministerial Meeting.,1990-12-16,1990-12-18
2078,secretary,James Addison Baker III,United Kingdom,London,"Discussed the Persian Gulf crisis with Foreign Secretary Hurd, EC Chairman Poos, Spanish Foreign Minister Fernandez Ordonez, and NATO Secretary General Woerner.",1991-01-06,1991-01-08
2079,secretary,James Addison Baker III,France,Paris,Discussed the Persian Gulf crisis with President Mitterrand and Foreign Minister Dumas.,1991-01-08,1991-01-08
2080,secretary,James Addison Baker III,Germany,Bonn,Discussed the Persian Gulf crisis with Chancellor Kohl.,1991-01-08,1991-01-08
2081,secretary,James Addison Baker III,Italy,Milan,Discussed the Persian Gulf crisis with Foreign Minister DeMichelis.,1991-01-08,1991-01-08
2082,secretary,James Addison Baker III,Switzerland,Geneva,Discussed the Persian Gulf crisis with Iraqi Foreign Minister Aziz.,1991-01-08,1991-01-10
2083,secretary,James Addison Baker III,Saudi Arabia,Riyadh,Discussed the Persian Gulf crisis with King Fahd and Foreign Minister Prince Saud.,1991-01-10,1991-01-11
2084,secretary,James Addison Baker III,United Arab Emirates,Abu Dhabi,Discussed the Persian Gulf Emirates crisis with Sheikh Zayed.,1991-01-11,1991-01-11
2085,secretary,James Addison Baker III,Saudi Arabia,Taif,Discussed the Persian Gulf crisis with the Amir of Kuwait. Addressed U.S. military personnel in eastern Saudi Arabia.,1991-01-11,1991-01-11
2086,secretary,James Addison Baker III,Egypt,Cairo,Discussed the Persian Gulf crisis with President Mubarak and Foreign Minister Abdel-Meguid.,1991-01-11,1991-01-12
2087,secretary,James Addison Baker III,Syria,Damascus,Discussed the Persian Gulf crisis with President Assad and Foreign Minister Sharaa.,1991-01-12,1991-01-12
2088,secretary,James Addison Baker III,Turkey,Incirlik,Discussed the Persian Gulf crisis with President Ozal and Foreign Minister Alptemocin.,1991-01-12,1991-01-13
2088,secretary,James Addison Baker III,Turkey,Ankara,Discussed the Persian Gulf crisis with President Ozal and Foreign Minister Alptemocin.,1991-01-12,1991-01-13
2089,secretary,James Addison Baker III,United Kingdom,Alconbury,Discussed the Persian Gulf crisis with Prime Minister Major.,1991-01-13,1991-01-13
2090,secretary,James Addison Baker III,Canada,Ottawa,Discussed the Persian Gulf crisis with Prime Minister Mulroney.,1991-01-13,1991-01-14
2091,secretary,James Addison Baker III,Saudi Arabia,Taif,"Met with the Amir of Kuwait and with the Foreign Ministers of Egypt, Syria, and the Gulf Cooperation Council.",1991-03-08,1991-03-10
2091,secretary,James Addison Baker III,Saudi Arabia,Riyadh,"Met with the Amir of Kuwait and with the Foreign Ministers of Egypt, Syria, and the Gulf Cooperation Council.",1991-03-08,1991-03-10
2092,secretary,James Addison Baker III,Egypt,Cairo,Met with President Mubarak.,1991-03-10,1991-03-11
2093,secretary,James Addison Baker III,Israel,Jerusalem,"Discussed the Middle East peace process with President Herzog, Prime Minister Shamir, Foreign Minister Levy, and Palestinian representatives.",1991-03-11,1991-03-13
2093,secretary,James Addison Baker III,Israel,Karmeil,"Discussed the Middle East peace process with President Herzog, Prime Minister Shamir, Foreign Minister Levy, and Palestinian representatives.",1991-03-11,1991-03-13
2094,secretary,James Addison Baker III,Syria,Damascus,Discussed the Middle East peace process with President Assad and Foreign Minister Sharaa.,1991-03-13,1991-03-14
2095,secretary,James Addison Baker III,U.S.S.R.,Moscow,Met with President Gorbachev and Foreign Minister Bessmertnkyh.,1991-03-14,1991-03-16
2096,secretary,James Addison Baker III,Turkey,Ankara,Met with President Ozal and senior Turkish officials.,1991-03-16,1991-03-16
2097,secretary,James Addison Baker III,Turkey,Ankara,Discussed emergency aid to Kurdish refugees with President Ozal; visited refugee camps.,1991-04-07,1991-04-08
2097,secretary,James Addison Baker III,Turkey,Diyarbakir,Discussed emergency aid to Kurdish refugees with President Ozal; visited refugee camps.,1991-04-07,1991-04-08
2097,secretary,James Addison Baker III,Turkey,Cukurca,Discussed emergency aid to Kurdish refugees with President Ozal; visited refugee camps.,1991-04-07,1991-04-08
2097,secretary,James Addison Baker III,Turkey,Uzumlu,Discussed emergency aid to Kurdish refugees with President Ozal; visited refugee camps.,1991-04-07,1991-04-08
2098,secretary,James Addison Baker III,Israel,Jerusalem,"Discussed the Middle East peace process with Prime Minister Shamir, Israeli officials, and a Palestinian delegation.",1991-04-08,1991-04-10
2099,secretary,James Addison Baker III,Egypt,Cairo,"Discussed the Middle East peace process with President Mubarak, Foreign Minister Abdel-Meguid, and Saudi Foreign Minister Prince Saud.",1991-04-10,1991-04-11
2100,secretary,James Addison Baker III,Syria,Damascus,"Discussed the Middle East peace process with President Assad, Foreign Minister Sharaa, and Tunisian Foreign Minister Ben Yahya.",1991-04-11,1991-04-12
2101,secretary,James Addison Baker III,Switzerland,Geneva,Discussed the Middle East peace process with Jordanian Foreign Minister Masri. Also discussed aid to Kurdish refugees with heads of international relief agencies.,1991-04-12,1991-04-12
2102,secretary,James Addison Baker III,Luxembourg,Luxembourg,Discussed aid to Kurdish refugees and the Middle East peace process with European Community Foreign Ministers.,1991-04-17,1991-04-18
2103,secretary,James Addison Baker III,Israel,Jerusalem,Discussed the Middle East peace process with senior Israeli officials and Palestinian representatives.,1991-04-18,1991-04-20
2104,secretary,James Addison Baker III,Jordan,Aqaba,Discussed the Middle East peace process with King Hussein.,1991-04-20,1991-04-20
2105,secretary,James Addison Baker III,Egypt,Cairo,Discussed the Middle East peace process with President Mubarak and Foreign Minister Abdel-Meguid.,1991-04-20,1991-04-21
2106,secretary,James Addison Baker III,Saudi Arabia,Jeddah,Discussed the Middle East peace process with King Fahd and Foreign Minister Prince Saud.,1991-04-21,1991-04-22
2107,secretary,James Addison Baker III,Kuwait,Kuwait City,Discussed postwar economic assistance with the Amir and Crown Prince.,1991-04-22,1991-04-22
2108,secretary,James Addison Baker III,Syria,Damascus,Discussed the Middle East peace process with Foreign Minister Sharaa.,1991-04-22,1991-04-24
2109,secretary,James Addison Baker III,U.S.S.R.,Kislovodsk,Discussed the Middle East peace process and implementation of the CFE Treaty with Foreign Minister Bessmertnykh.,1991-04-24,1991-04-25
2110,secretary,James Addison Baker III,Israel,Jerusalem,Discussed the Middle East peace process with Prime Minister Shamir.,1991-04-25,1991-04-26
2111,secretary,James Addison Baker III,Syria,Damascus,Discussed the Middle East peace process with President Assad.,1991-05-11,1991-05-12
2112,secretary,James Addison Baker III,Egypt,Cairo,Discussed the Middle East peace process with President Mubarak and Soviet Foreign Minister Bessmertnykh.,1991-05-12,1991-05-14
2113,secretary,James Addison Baker III,Jordan,Amman,Discussed the Middle East peace process with King Hussein.,1991-05-14,1991-05-14
2114,secretary,James Addison Baker III,Israel,Jerusalem,Discussed the Middle East peace process with Prime Minister Shamir and senior Israeli officials.,1991-05-14,1991-05-16
2115,secretary,James Addison Baker III,Portugal,Lisbon,Witnessed the signing of the Angola Peace Accords.,1991-05-31,1991-06-01
2116,secretary,James Addison Baker III,Denmark,Copenhagen,Attended NATO Ministerial Meeting.,1991-06-05,1991-06-07
2117,secretary,James Addison Baker III,Switzerland,Geneva,Met with Soviet Foreign Minister Bessmertnykh.,1991-06-07,1991-06-07
2118,secretary,James Addison Baker III,Germany,Berlin,Attended CSCE Foreign Ministers' Meeting and discussed strategic arms reductions with Soviet Foreign Minister Bessmertnykh.,1991-06-17,1991-06-21
2118,secretary,James Addison Baker III,Germany,Halle,Attended CSCE Foreign Ministers' Meeting and discussed strategic arms reductions with Soviet Foreign Minister Bessmertnykh.,1991-06-17,1991-06-21
2119,secretary,James Addison Baker III,Yugoslavia,Belgrade,Met with Prime Minister Markovic and with the presidents of the 6 republics.,1991-06-21,1991-06-22
2120,secretary,James Addison Baker III,Albania,Tirana,Met with President Alia and senior officials; addressed the Albanian Parliament.,1991-06-22,1991-06-22
2121,secretary,James Addison Baker III,United Kingdom,London,Attended Economic Summit Meeting and accompanied President Bush to meetings with Soviet President Gorbachev.,1991-07-15,1991-07-18
2122,secretary,James Addison Baker III,Syria,Damascus,Discussed a Middle East peace conference with President Assad.,1991-07-18,1991-07-19
2123,secretary,James Addison Baker III,Egypt,Cairo,Discussed a Middle East peace conference with President Mubarak.,1991-07-19,1991-07-20
2123,secretary,James Addison Baker III,Egypt,Alexandria,Discussed a Middle East peace conference with President Mubarak.,1991-07-19,1991-07-20
2124,secretary,James Addison Baker III,Saudi Arabia,Jeddah,Discussed a Middle East peace conference with King Fahd.,1991-07-20,1991-07-21
2125,secretary,James Addison Baker III,Jordan,Amman,Discussed a Middle East peace conference with King Hussein.,1991-07-21,1991-07-21
2126,secretary,James Addison Baker III,Israel,Jerusalem,"Discussed a Middle East peace conference with Prime Minister Shamir, senior Israeli officials, and Palestinian representatives.",1991-07-21,1991-07-22
2127,secretary,James Addison Baker III,Malaysia,Kuala Lumpur,Attended meeting of ASEAN Foreign Ministers.,1991-07-23,1991-07-25
2128,secretary,James Addison Baker III,Mongolia,Ulaanbaatar,"Met with senior Mongolian officials, addressed the Mongolian Parliament, and observed wildlife in the Gobi Desert.",1991-07-25,1991-07-29
2129,secretary,James Addison Baker III,U.S.S.R.,Moscow,Attended U.S.-Soviet Summit Meeting.,1991-07-29,1991-08-01
2130,secretary,James Addison Baker III,Israel,Jerusalem,Discussed a Middle East peace conference with senior Israeli officials and Palestinian representatives.,1991-08-01,1991-08-02
2131,secretary,James Addison Baker III,Jordan,Amman,Discussed a Middle East peace conference with King Hussein and Foreign Minister Masri.,1991-08-02,1991-08-03
2132,secretary,James Addison Baker III,Morocco,Rabat,Discussed a Middle East peace conference with King Hassan II and Foreign Minister Filali.,1991-08-03,1991-08-04
2133,secretary,James Addison Baker III,Tunisia,Tunis,Discussed a Middle East peace conference with President Ben Ali and Foreign Minister Benyahia. Returned to Morocco afterwards.,1991-08-04,1991-08-04
2134,secretary,James Addison Baker III,Algeria,Algiers,Discussed a Middle East peace conference with President Benjedid and Foreign Minister Ghozali.,1991-08-05,1991-08-05
2135,secretary,James Addison Baker III,Belgium,Brussels,Met with NATO Foreign Ministers to discuss the coup in the Soviet Union.,1991-08-21,1991-08-22
2136,secretary,James Addison Baker III,Mexico,Mexico,Attended meeting of the U.S.-Mexico Binational Commission.,1991-09-08,1991-09-09
2136,secretary,James Addison Baker III,Mexico,D.F.,Attended meeting of the U.S.-Mexico Binational Commission.,1991-09-08,1991-09-09
2137,secretary,James Addison Baker III,U.S.S.R.,Moscow,"Met with senior officials of the Soviet Union, the Russian Republic, and Kazakhstan. Attended the CSCE Conference on the Human Dimension.",1991-09-10,1991-09-16
2137,secretary,James Addison Baker III,U.S.S.R.,St. Petersburg,"Met with senior officials of the Soviet Union, the Russian Republic, and Kazakhstan. Attended the CSCE Conference on the Human Dimension.",1991-09-10,1991-09-16
2137,secretary,James Addison Baker III,U.S.S.R.,Alma Ata,"Met with senior officials of the Soviet Union, the Russian Republic, and Kazakhstan. Attended the CSCE Conference on the Human Dimension.",1991-09-10,1991-09-16
2138,secretary,James Addison Baker III,Estonia,Tallinn,Met with Chairman Ruutel and Prime Minister Savisaar.,1991-09-14,1991-09-14
2139,secretary,James Addison Baker III,Latvia,Riga,Met with President Gorbunovs and Prime Minister Godmanis.,1991-09-14,1991-09-14
2140,secretary,James Addison Baker III,Lithuania,Vilnius,Met with President Landsbergis and Prime Minister Vagnorius.,1991-09-14,1991-09-14
2141,secretary,James Addison Baker III,Israel,Jerusalem,Discussed a Middle East peace conference with senior Israeli officials and Palestinian representatives.,1991-09-16,1991-09-17
2142,secretary,James Addison Baker III,Egypt,Cairo,Discussed a Middle East peace conference with President Mubarak and Foreign Minister Amr Moussa.,1991-09-17,1991-09-18
2143,secretary,James Addison Baker III,Syria,Damascus,Discussed a Middle East peace conference with President Assad and Foreign Minister Sharaa.,1991-09-18,1991-09-19
2144,secretary,James Addison Baker III,Jordan,Amman,Discussed a Middle East peace conference with King Hussein.,1991-09-19,1991-09-20
2145,secretary,James Addison Baker III,Syria,Damascus,Discussed a Middle East peace conference with President Assad.,1991-09-20,1991-09-20
2146,secretary,James Addison Baker III,Egypt,Cairo,Discussed a Middle East peace conference with President Mubarak.,1991-10-13,1991-10-14
2147,secretary,James Addison Baker III,Jordan,Amman,Discussed a Middle East peace conference with King Hussein.,1991-10-14,1991-10-15
2148,secretary,James Addison Baker III,Syria,Damascus,Discussed a Middle East peace conference with President Assad.,1991-10-15,1991-10-16
2149,secretary,James Addison Baker III,Israel,Jerusalem,Discussed a Middle East peace conference with senior Israeli officials and Palestinian representatives. Also met with Soviet Foreign Minister Pankin and announced a Middle East Peace Conference.,1991-10-16,1991-10-19
2150,secretary,James Addison Baker III,Spain,Madrid,Discussed arrangements for a Middle East Peace Conference with senior Spanish officials.,1991-10-19,1991-10-19
2151,secretary,James Addison Baker III,France,Paris,Attended the signing of the Cambodian Comprehensive Peace Accords and discussed normalization of relations with Vietnamese Foreign Minister Ngueyn.,1991-10-22,1991-10-23
2152,secretary,James Addison Baker III,Spain,Madrid,Accompanied President Bush to a meeting with Soviet President Gorbachev and to the opening session of the Middle East Peace Conference.,1991-10-29,1991-11-03
2153,secretary,James Addison Baker III,Italy,Rome,Accompanied President Bush to a NATO Summit Meeting.,1991-11-06,1991-11-08
2154,secretary,James Addison Baker III,Netherlands,The Hague,Accompanied President Bush to an European Community Summit Meeting.,1991-11-08,1991-11-09
2155,secretary,James Addison Baker III,Japan,Tokyo,Met with Prime Minister Miyazawa and Foreign Minister Watanabe.,1991-11-10,1991-11-12
2156,secretary,James Addison Baker III,"Korea, Republic of",Seoul,Attended Asia Pacific Economic Cooperation Conference.,1991-11-12,1991-11-15
2157,secretary,James Addison Baker III,China,Beijing,Met with President Yang and senior Chinese officials.,1991-11-15,1991-11-17
2158,secretary,James Addison Baker III,U.S.S.R.,Moscow,Met with senior Soviet and Russian officials.,1991-12-15,1991-12-17
2159,secretary,James Addison Baker III,Kirghizia,Bishkek,Met with President Akyev.,1991-12-17,1991-12-17
2160,secretary,James Addison Baker III,Kazakhstan,Alma Ata,Met with President Nazarbayev.,1991-12-17,1991-12-17
2161,secretary,James Addison Baker III,Byelorussia,Minsk,Soviet Chairman Shuskevich and Foreign Minister Kravchenko.,1991-12-18,1991-12-18
2162,secretary,James Addison Baker III,Ukraine,Kiev,Met with President Kravchuk.,1991-12-18,1991-12-19
2163,secretary,James Addison Baker III,Belgium,Brussels,Attended NATO Ministerial Meeting and met with Foreign Ministers of the European Community.,1991-12-19,1991-12-21
2164,secretary,James Addison Baker III,Mexico,Mexico,Attended the signing of the Salvadoran Peace Treaty.,1992-01-16,1992-01-16
2164,secretary,James Addison Baker III,Mexico,D.F.,Attended the signing of the Salvadoran Peace Treaty.,1992-01-16,1992-01-16
2165,secretary,James Addison Baker III,El Salvador,San Salvador,Addressed the Salvadoran National Assembly.,1992-01-16,1992-01-17
2166,secretary,James Addison Baker III,Nicaragua,Managua,Met with President Chamorro.,1992-01-17,1992-01-17
2167,secretary,James Addison Baker III,U.S.S.R.,Moscow,Attended Middle East peace conference.,1992-01-27,1992-01-29
2168,secretary,James Addison Baker III,Czechoslovakia,Prague,Attended CSCE Council of Ministers Meeting.,1992-01-30,1992-01-30
2169,secretary,James Addison Baker III,Germany,Frankfurt,Attended ceremonies inaugurating emergency aid to the former Soviet republics.,1992-02-09,1992-02-10
2170,secretary,James Addison Baker III,Moldova,Kishenev,Met with President Snegur.,1992-02-11,1992-02-11
2171,secretary,James Addison Baker III,Armenia,Yerevan,Met with President Ter-Petrossian.,1992-02-11,1992-02-12
2172,secretary,James Addison Baker III,Azerbaijan,Baku,Met with President Mutalibov and discussed possible establishment of diplomatic relations.,1992-02-12,1992-02-12
2173,secretary,James Addison Baker III,Tajikistan,Dushanbe,Met with President Nabiyev and discussed possible establishment of diplomatic relations.,1992-02-12,1992-02-12
2174,secretary,James Addison Baker III,Turkmenistan,Ashkhabad,Met with President Niyazov.,1992-02-12,1992-02-13
2175,secretary,James Addison Baker III,U.S.S.R.,Yekaterinburg,Met with former Soviet nuclear scientists.,1992-02-14,1992-02-15
2175,secretary,James Addison Baker III,U.S.S.R.,Chelyabinsk-70,Met with former Soviet nuclear scientists.,1992-02-14,1992-02-15
2176,secretary,James Addison Baker III,Uzbekistan,Tashkent,Met with President Karimov and Uzbek political leaders.,1992-02-15,1992-02-16
2176,secretary,James Addison Baker III,Uzbekistan,Samarkand,Met with President Karimov and Uzbek political leaders.,1992-02-15,1992-02-16
2177,secretary,James Addison Baker III,U.S.S.R.,Moscow,Discussed strategic arms reductions with President Yeltsin and Foreign Minister Kozyrev.,1992-02-16,1992-02-18
2178,secretary,James Addison Baker III,Belgium,Brussels,"Attended NATO Ministerial Meeting and met with North Atlantic Cooperation Council Foreign Ministers. Discussed peace-keeping efforts in Yugoslavia with European Community Foreign Ministers, and strategic arms reductions with Russian Foreign Minister Kozyrev.",1992-03-09,1992-03-11
2179,secretary,James Addison Baker III,United Kingdom,London,Met with Prime Minister Major.,1992-05-22,1992-05-23
