event_id,visit_type,name,country,locale,remarks,date_start,date_end
2180,secretary,James Addison Baker III,Portugal,Lisbon,"Attended Conference on Assistance to the New Independent States. Signed protocol making Russia, Belarus, Kazakhstan and Ukraine parties to the START Treaty.",1992-05-23,1992-05-24
2181,secretary,James Addison Baker III,Georgia,Tblisi,Met with State Council Chairman Shevardnadze and Prime Minister Sigua.,1992-05-25,1992-05-26
2182,secretary,James Addison Baker III,United Kingdom,London,Discussed strategic arms reductions with Russian Foreign Minister Kozyrev.,1992-06-11,1992-06-12
2183,secretary,James Addison Baker III,Poland,Warsaw,Accompanied President Bush on a visit.,1992-07-05,1992-07-05
2184,secretary,James Addison Baker III,Germany,Munich,Accompanied President Bush to the Economic Summit Meeting and to meetings with Russian President Yeltsin.,1992-07-05,1992-07-08
2185,secretary,James Addison Baker III,Finland,Helsinki,Accompanied President Bush to the CSCE Summit Meeting.,1992-07-08,1992-07-10
2186,secretary,James Addison Baker III,Israel,Jerusalem,"Discussed the Middle East peace process with Prime Minister Rabin, Israeli officials, and Palestinian representatives.",1992-07-19,1992-07-21
2187,secretary,James Addison Baker III,Jordan,Amman,Discussed the Middle East peace process and the Iraq crisis with King Hussein.,1992-07-21,1992-07-21
2188,secretary,James Addison Baker III,Syria,Damascus,Discussed the Middle East peace process and the Iraq crisis with President Assad.,1992-07-21,1992-07-22
2189,secretary,James Addison Baker III,Egypt,Cairo,Discussed the Middle East peace process and the Iraq crisis with President Mubarak.,1992-07-22,1992-07-22
2190,secretary,James Addison Baker III,Syria,Damascus,Discussed the Middle East peace process and the Iraq crisis with President Assad.,1992-07-22,1992-07-23
2191,secretary,James Addison Baker III,Lebanon,Zahle,Discussed the Middle East peace process and the Taif Accord with President Hrawi.,1992-07-23,1992-07-23
2192,secretary,James Addison Baker III,Saudi Arabia,Jeddah,Discussed the Middle East peace process and the Iraq crisis with King Fahd and Foreign Minister Prince Saud.,1992-07-23,1992-07-24
2193,secretary,James Addison Baker III,Maldives,Malé,Met with President Gayoom en route to the Philippines.,1992-07-24,1992-07-24
2194,secretary,James Addison Baker III,Philippines,Manila,Attended ASEAN Post-Ministerial Conference.,1992-07-25,1992-07-26
2195,secretary,Warren Minor Christopher,Egypt,Cairo,Discussed Middle East peace process with President Mubarak and Foreign Minister Moussa.,1993-02-18,1993-02-19
2196,secretary,Warren Minor Christopher,Jordan,Amman,Discussed the Middle East peace process with King Hussein.,1993-02-19,1993-02-20
2197,secretary,Warren Minor Christopher,Syria,Damascus,Discussed the Middle East peace process with President Assad.,1993-02-20,1993-02-21
2198,secretary,Warren Minor Christopher,Saudi Arabia,Riyadh,Discussed the Middle East peace process with King Fahd.,1993-02-21,1993-02-22
2199,secretary,Warren Minor Christopher,Kuwait,Kuwait City,Discussed the Persian Gulf crisis with Sheikh al-Sabah.,1993-02-22,1993-02-22
2200,secretary,Warren Minor Christopher,Cyprus,Larnaca,Stopped en route to Beirut.,1993-02-22,1993-02-22
2201,secretary,Warren Minor Christopher,Lebanon,Beirut,Discussed the Middle East peace process with Prime Minister Hariri.,1993-02-22,1993-02-22
2202,secretary,Warren Minor Christopher,Israel,Jerusalem,Discussed the Middle East peace process with senior Israeli officials and Palestinian representatives.,1993-02-22,1993-02-25
2203,secretary,Warren Minor Christopher,Switzerland,Geneva,Met with Russian Foreign Minister Kozyrev.,1993-02-25,1993-02-25
2204,secretary,Warren Minor Christopher,Belgium,Brussels,Discussed the Yugoslav civil war with NATO Foreign Ministers.,1993-02-25,1993-02-26
2205,secretary,Warren Minor Christopher,Canada,Vancouver,Accompanied President Clinton to a summit meeting with Russian President Yeltsin.,1993-04-02,1993-04-04
2206,secretary,Warren Minor Christopher,Japan,Tokyo,Attended a meeting of the G-7 Foreign and Finance Ministers on aid to the former Soviet Union.,1993-04-13,1993-04-15
2207,secretary,Warren Minor Christopher,United Kingdom,London,Discussed the Bosnian crisis with senior British officials and with the Foreign Ministers of Spain and Greece.,1993-05-02,1993-05-03
2207,secretary,Warren Minor Christopher,United Kingdom,Chevening,Discussed the Bosnian crisis with senior British officials and with the Foreign Ministers of Spain and Greece.,1993-05-02,1993-05-03
2208,secretary,Warren Minor Christopher,France,Paris,Discussed the Bosnian crisis with senior French officials.,1993-05-03,1993-05-04
2209,secretary,Warren Minor Christopher,Russia,Moscow,Discussed the Bosnian crisis with senior Russian officials.,1993-05-04,1993-05-05
2210,secretary,Warren Minor Christopher,Belgium,Brussels,Discussed the Bosnian crisis with NATO officials.,1993-05-05,1993-05-06
2211,secretary,Warren Minor Christopher,Germany,Bonn,Discussed the Bosnian crisis with senior German officials.,1993-05-06,1993-05-07
2212,secretary,Warren Minor Christopher,Italy,Rome,Discussed the Bosnian crisis with senior Italian officials.,1993-05-07,1993-05-07
2213,secretary,Warren Minor Christopher,Luxembourg,Luxembourg,Met with EC Foreign Ministers.,1993-06-08,1993-06-09
2214,secretary,Warren Minor Christopher,Greece,Athens,Attended NATO and NACC Ministerial Meetings.,1993-06-09,1993-06-12
2215,secretary,Warren Minor Christopher,Turkey,Ankara,Met with President Demirel and senior Turkish officials.,1993-06-12,1993-06-14
2215,secretary,Warren Minor Christopher,Turkey,Istanbul,Met with President Demirel and senior Turkish officials.,1993-06-12,1993-06-14
2216,secretary,Warren Minor Christopher,Austria,Vienna,Addressed World Conference on Human Rights.,1993-06-14,1993-06-14
2217,secretary,Warren Minor Christopher,Japan,Tokyo,Accompanied President Clinton to the Economic Summit Meeting and to meetings with Russian President Yeltsin.,1993-07-06,1993-07-10
2218,secretary,Warren Minor Christopher,"Korea, Republic of",Seoul,Accompanied President Clinton.,1993-07-10,1993-07-11
2219,secretary,Warren Minor Christopher,Singapore,Singapore,Attended ASEAN Post-Ministerial Conference.,1993-07-23,1993-07-26
2220,secretary,Warren Minor Christopher,Egypt,Cairo,Discussed the Middle East peace process.,1993-08-02,1993-08-03
2220,secretary,Warren Minor Christopher,Egypt,Alexandria,Discussed the Middle East peace process.,1993-08-02,1993-08-03
2221,secretary,Warren Minor Christopher,Israel,Jerusalem,Discussed the Middle East peace process.,1993-08-03,1993-08-04
2222,secretary,Warren Minor Christopher,Syria,Damascus,Discussed the Middle East peace process.,1993-08-04,1993-08-04
2223,secretary,Warren Minor Christopher,Lebanon,Zahle,Discussed the Middle East peace process.,1993-08-04,1993-08-04
2224,secretary,Warren Minor Christopher,Syria,Damascus,Discussed the Middle East peace process.,1993-08-05,1993-08-05
2225,secretary,Warren Minor Christopher,Jordan,Amman,Discussed the Middle East peace process.,1993-08-05,1993-08-05
2226,secretary,Warren Minor Christopher,Israel,Jerusalem,Discussed the Middle East peace process.,1993-08-05,1993-08-06
2227,secretary,Warren Minor Christopher,Syria,Damascus,Discussed the Middle East peace process.,1993-08-06,1993-08-06
2228,secretary,Warren Minor Christopher,Italy,Aviano,Discussed the Bosnian conflict with U.S. and NATO military officials.,1993-08-06,1993-08-06
2229,secretary,Warren Minor Christopher,Hungary,Budapest,Met with Foreign Minister Jeszensky and addressed the American Chamber of Commerce.,1993-10-21,1993-10-21
2230,secretary,Warren Minor Christopher,Russia,Moscow,Met with senior Russian officials and addressed the Academy of the National Economy.,1993-10-21,1993-10-23
2231,secretary,Warren Minor Christopher,Kazakhstan,Almaty,Met with President Nazarbayev and signed taxation and economic assistance agreements.,1993-10-23,1993-10-24
2232,secretary,Warren Minor Christopher,Ukraine,Kiev,Met with President Kravchuk and senior Ukrainian officials.,1993-10-24,1993-10-26
2233,secretary,Warren Minor Christopher,Belarus,Minsk,Met with Chairman Shushkevich and senior officials.,1993-10-26,1993-10-26
2234,secretary,Warren Minor Christopher,Latvia,Riga,Met with the Foreign Ministers of the Baltic States.,1993-10-26,1993-10-27
2235,secretary,Warren Minor Christopher,Italy,Rome,Attended CSCE Conference.,1993-11-29,1993-12-01
2236,secretary,Warren Minor Christopher,Belgium,Brussels,Met with EC Foreign Ministers and attended NATO and NACC Ministerial Meetings.,1993-12-01,1993-12-03
2237,secretary,Warren Minor Christopher,Israel,Tel Aviv,Discussed the Middle East peace process with senior Israeli officials.,1993-12-03,1993-12-05
2237,secretary,Warren Minor Christopher,Israel,Jerusalem,Discussed the Middle East peace process with senior Israeli officials.,1993-12-03,1993-12-05
2238,secretary,Warren Minor Christopher,Syria,Damascus,Discussed the Middle East peace process with senior Syrian officials.,1993-12-05,1993-12-06
2239,secretary,Warren Minor Christopher,Jordan,Amman,Discussed the Middle East peace process with senior Jordanian officials and PLO Chairman Arafat.,1993-12-06,1993-12-06
2240,secretary,Warren Minor Christopher,Israel,Jerusalem,Discussed the Middle East peace process with senior Israeli officials and Palestinian representatives.,1993-12-06,1993-12-08
2241,secretary,Warren Minor Christopher,Egypt,Cairo,Discussed the Middle East peace process with senior Egyptian officials.,1993-12-08,1993-12-08
2242,secretary,Warren Minor Christopher,Syria,Damascus,Discussed the Middle East peace process with senior Syrian officials.,1993-12-09,1993-12-09
2243,secretary,Warren Minor Christopher,Israel,Jerusalem,Discussed the Middle East peace process with senior Israeli officials.,1993-12-09,1993-12-09
2244,secretary,Warren Minor Christopher,Tunisia,Tunis,Discussed the Middle East peace process with PLO Chairman Arafat.,1993-12-10,1993-12-10
2245,secretary,Warren Minor Christopher,Morocco,Rabat,Discussed the Middle East peace process with King Hassan II.,1993-12-10,1993-12-10
2246,secretary,Warren Minor Christopher,Belgium,Brussels,Accompanied President Clinton to NATO Summit Meeting.,1994-01-09,1994-01-11
2247,secretary,Warren Minor Christopher,Czech Republic,Prague,"Accompanied President Clinton to meetings with the Presidents of the Czech Republic, Poland, and Hungary; and with the Prime Minister of Slovakia.",1994-01-11,1994-01-12
2248,secretary,Warren Minor Christopher,Ukraine,Kiev,Accompanied President Clinton to a meeting with President Kravchuk.,1994-01-12,1994-01-12
2249,secretary,Warren Minor Christopher,Russia,Moscow,Accompanied President Clinton to meetings with President Yeltsin and senior Russian officials.,1994-01-12,1994-01-15
2250,secretary,Warren Minor Christopher,Belarus,Minsk,Accompanied President Clinton to a meeting with Chairman Shushkevich.,1994-01-15,1994-01-15
2251,secretary,Warren Minor Christopher,Switzerland,Geneva,Accompanied President Clinton to a meeting with Syrian President Assad.,1994-01-15,1994-01-16
2252,secretary,Warren Minor Christopher,Norway,Oslo,Attended the funeral of Norwegian Foreign Minister Holst. Met with Israeli Foreign Minister Peres and PLO Chairman Arafat.,1994-01-21,1994-01-23
2253,secretary,Warren Minor Christopher,France,Paris,Met with Chinese Foreign Minister Qian and discussed the Bosnian conflict with senior French officials.,1994-01-23,1994-01-24
2254,secretary,Warren Minor Christopher,Australia,Canberra,Attended Australia-U.S. Ministerial Meeting.,1994-03-07,1994-03-09
2255,secretary,Warren Minor Christopher,Japan,Tokyo,Met with senior Japanese officials and attended a meeting of the International Committee on the Reconstruction of Cambodia.,1994-03-09,1994-03-11
2256,secretary,Warren Minor Christopher,"China, People’s Republic of",Beijing,Met with senior Chinese officials.,1994-03-11,1994-03-14
2257,secretary,Warren Minor Christopher,Russia,Vladivostok,Met with Foreign Minister Kozyrev.,1994-03-14,1994-03-14
2258,secretary,Warren Minor Christopher,United Kingdom,London,Discussed the Bosnian conflict with the Foreign Ministers of the United Kingdom and France. Also met with King Hussein of Jordan.,1994-04-25,1994-04-26
2259,secretary,Warren Minor Christopher,Switzerland,Geneva,Met with Russian Foreign Minister Kozyrev.,1994-04-26,1994-04-27
2260,secretary,Warren Minor Christopher,Saudi Arabia,Riyadh,Met with the Foreign Ministers of the Gulf Cooperation Council.,1994-04-27,1994-04-27
2261,secretary,Warren Minor Christopher,Egypt,Cairo,"Met with President Mubarak, the Foreign Ministers of Egypt and Israel, and PLO Chairman Arafat.",1994-04-27,1994-04-28
2262,secretary,Warren Minor Christopher,Israel,Jerusalem,Discussed the Middle East peace process with Prime Minister Rabin.,1994-04-28,1994-04-30
2263,secretary,Warren Minor Christopher,Syria,Damascus,Discussed the status of the Golan Heights with President Assad and Foreign Minister Sharaa.,1994-04-30,1994-05-01
2263,secretary,Warren Minor Christopher,Syria,Palmyra,Discussed the status of the Golan Heights with President Assad and Foreign Minister Sharaa.,1994-04-30,1994-05-01
2264,secretary,Warren Minor Christopher,Israel,Jerusalem,Discussed the status of the Golan Heights with Prime Minister Rabin.,1994-05-01,1994-05-03
2265,secretary,Warren Minor Christopher,Egypt,Cairo,"Attended the signing of the agreement to implement the Israel-Palestinian Declaration of Principles, and discussed the Bosnian conflict with Russian Foreign Minister Kozyrev.",1994-05-03,1994-05-04
2266,secretary,Warren Minor Christopher,Mexico,Mexico City,Attended meeting of the U.S.-Mexico Binational Commission.,1994-05-08,1994-05-09
2267,secretary,Warren Minor Christopher,Switzerland,Geneva,Attended conference of European Union Foreign Ministers on the Bosnian conflict.,1994-05-13,1994-05-15
2268,secretary,Warren Minor Christopher,Syria,Damascus,Discussed the future status of the Golan Heights with President Assad.,1994-05-15,1994-05-16
2269,secretary,Warren Minor Christopher,Israel,Jerusalem,Discussed the future status of the Golan Heights with Prime Minister Rabin.,1994-05-16,1994-05-18
2270,secretary,Warren Minor Christopher,Palestinian Authority,Jericho,Met with members of the Governing Council.,1994-05-17,1994-05-17
2271,secretary,Warren Minor Christopher,Syria,Damascus,Discussed the future status of the Golan Heights with President Assad.,1994-05-18,1994-05-18
