visit_type,name,country,locale,remarks,date
president,Jimmy Carter,United Kingdom,"London, Newcastle","Attended Economic Summit Meeting May 7-8 of the Heads of State and Government of Canada, France, the Federal Republic of Germany, Italy, Japan, and the United Kingdom. Also met with the Prime Ministers of Greece, Belgium, Turkey, Norway, the Netherlands, and Luxembourg, and with the President of Portugal. Addressed NATO Ministers meeting on May 10.","May 5–10, 1977"
president,Jimmy Carter,Switzerland,Geneva,Official visit; met with President Furgler. Also met with Syrian President Assad.,"May 9, 1977"
president,Jimmy Carter,Poland,Warsaw,Official visit; met with First Secretary Gierek.,"December 29–31, 1977"
president,Jimmy Carter,Iran,Tehran,Official visit; met with Shah Mohammed Reza Pahlavi and King Hussein of Jordan.,"December 31, 1977–January 1, 1978"
president,Jimmy Carter,India,"New Delhi, Daulatpur-Nasirabad",Met with President Reddy and Prime Minister Desai. Addressed Parliament.,"January 1–3, 1978"
president,Jimmy Carter,Saudi Arabia,Riyadh,Met with King Khalid and Crown Prince Fahd.,"January 3–4, 1978"
president,Jimmy Carter,Egypt,Aswan,Met with President Sadat and German Chancellor Schmidt.,"January 4, 1978"
president,Jimmy Carter,France,"Paris, Normandy, Bayeux, Versailles",Met with President Giscard d'Estaing and Prime Minister Barre.,"January 4–6, 1978"
president,Jimmy Carter,Belgium,Brussels,Met with King Baudouin and Prime Minister Tindemans; attended meetings of the Commission of the European Communities and the North Atlantic Council.,"January 6, 1978"
president,Jimmy Carter,Venezuela,Caracas,"Met with President Perez, addressed Congress, and signed maritime boundary agreement.","March 28–29, 1978"
president,Jimmy Carter,Brazil,"Brasilia, Rio de Janeiro",Official visit; met with President Geisel and addressed Brazilian Congress.,"March 29–31, 1978"
president,Jimmy Carter,Nigeria,Lagos,Met with President Obasanjo; first State visit of a U.S. President to sub-Saharan Africa.,"March 31–April 3, 1978"
president,Jimmy Carter,Liberia,Monrovia,Met with President Tolbert.,"April 3, 1978"
president,Jimmy Carter,Panama,Panama City,"Invited by President Lakas and General Torrijos to sign protocol confirming exchange of documents ratifying Panama Canal treaties. Also met informally with Presidents Perez of Venezuela, Lopez Michelson of Colombia, Lopez Portillo of Mexico, Carazo of Costa Rica, and Prime Minister Manley of Jamaica.","June 16–17, 1978"
president,Jimmy Carter,"Germany, Federal Republic of","Bonn, Wiesbaden-Erbenheim Air Base, Frankfurt",State visit; met with President Scheel and Chancellor Schmidt. Addressed U.S. and German military personnel.,"July 14–15, 1978"
president,Jimmy Carter,Germany,West Berlin,Spoke at the Airlift Memorial.,"July 15, 1978"
president,Jimmy Carter,"Germany, Federal Republic of",Bonn,"Attended Economic Summit Meeting of the Heads of State and Government of France, the Federal Republic of Germany, Canada, Italy, Japan, and the United Kingdom.","July 16–17, 1978"
president,Jimmy Carter,France,Guadeloupe,"Met informally with President Giscard d'Estaing, German Chancellor Schmidt, and British Prime Minister Callaghan.","January 4–9, 1979"
president,Jimmy Carter,Mexico,"Mexico, D.F.",State visit; met with President Lopez Portillo and addressed the Mexican Congress.,"February 14–16, 1979"
president,Jimmy Carter,Egypt,"Cairo, Alexandria, Giza",State visit; met with President Sadat and addressed People's Assembly.,"March 7–10, 1979"
president,Jimmy Carter,Israel,"Tel Aviv, Jerusalem",State visit; met with President Navon and Prime Minister Begin. Addressed the Knesset.,"March 10–13, 1979"
president,Jimmy Carter,Egypt,Cairo,Met with President Sadat.,"March 13, 1979"
president,Jimmy Carter,Austria,Vienna,State visit; met with President Kirchschlaeger and Chancellor Kreisky. Met with Soviet General Secretary Brezhnev to sign SALT II Treaty June 16-18.,"June 14–18, 1979"
president,Jimmy Carter,Japan,"Tokyo, Shimoda","State visit; met with Emperor Hirohito and Prime Minister Ohira. Attended Economic Summit Meeting June 28-29 of the Heads of State and Government of Canada, France, the Federal Republic of Germany, Italy, Japan, and the United Kingdom.","June 24–29, 1979"
president,Jimmy Carter,"Korea, Republic of",Seoul,State visit; met with President Park and Prime Minister Choi.,"June 29–July 1, 1979"
president,Jimmy Carter,Italy,"Rome, Venice","State visit; met with President Pertini. Attended Economic Summit Conference June 21-24 of the Heads of State and Government of Canada, France, the Federal Republic of Germany, Italy, Japan, and the United Kingdom.","June 19–24, 1980"
president,Jimmy Carter,Vatican City,,Audience with Pope John Paul II.,"June 21, 1980"
president,Jimmy Carter,Yugoslavia,Belgrade,Official visit; met with President Mijatovic.,"June 24–25, 1980"
president,Jimmy Carter,Spain,Madrid,Official visit; met with King Juan Carlos I and Prime Minister Suarez.,"June 25–26, 1980"
president,Jimmy Carter,Portugal,Lisbon,Official visit; met with President Eanes and Prime Minister Sa Carneiro.,"June 26, 1980"
president,Jimmy Carter,Japan,Tokyo,"Official visit; attended memorial services for former Prime Minister Ohira; met with Emperor Hirohito, President Ziaur Rahman of Bangladesh, Prime Minister Fraser of Australia, Prime Minister Prem of Thailand, and Premier Hua Guofeng of China.","July 9–10, 1980"
president,Ronald Reagan,Mexico,Ciudad Juarez,Met with President Lopez Portillo. [Visit made as President-elect.],"January 5, 1981"
president,Ronald Reagan,Canada,Ottawa,State visit; met with Prime Minister Trudeau and addressed Parliament.,"March 10–11, 1981"
president,Ronald Reagan,Canada,Ottawa,"Attended Economic Summit Conference of the Heads of State and Government of Canada, France, the Federal Republic of Germany, Italy, Japan, and the United Kingdom.","July 19–21, 1981"
president,Ronald Reagan,Mexico,Cancun,"Attended Summit Meeting on International Cooperation and Development. Met with the Heads of State and Government of Algeria, Bangladesh, Canada, China, France, Guyana, India, Japan, Mexico, Nigeria, the Philippines, Saudi Arabia, Sweden, Tanzania, the United Kingdom, Venezuela, and Yugoslavia.","October 21–24, 1981"
president,Ronald Reagan,Jamaica,Kingston,Official visit; met with Prime Minister Seaga.,"April 7–8, 1982"
president,Ronald Reagan,Barbados,Bridgetown,"Official visit; met April 8 with the Prime Ministers of Barbados, Antigua and Barbuda, Dominica, St. Christopher and Nevis, and St. Vincent and the Grenadines.","April 8–11, 1982"
president,Ronald Reagan,France,Paris,State visit; met with President Mitterrand and Prime Minister Mauroy.,"June 2–7, 1982"
president,Ronald Reagan,France,Versailles,"Attended Economic Summit Meeting of the Heads of State and Government of Canada, France, the Federal Republic of Germany, Italy, Japan, and the United Kingdom.","June 5–6, 1982"
president,Ronald Reagan,Italy,Rome,State visit; met with President Pertini and Premier Spadolini.,"June 7, 1982"
president,Ronald Reagan,Vatican City,,Audience with Pope John Paul II.,"June 7, 1982"
president,Ronald Reagan,United Kingdom,"London, Windsor Castle",State visit; met with Queen Elizabeth II and Prime Minister Thatcher. Addressed Parliament.,"June 7–9, 1982"
president,Ronald Reagan,"Germany, Federal Republic of",Bonn,State visit; met with Chancellor Schmidt and President Carstens; addressed the Bundestag; and attended a meeting of the North Atlantic Council.,"June 9–11, 1982"
president,Ronald Reagan,Germany,West Berlin,Met with Chancellor Schmidt.,"June 11, 1982"
president,Ronald Reagan,Mexico,Tijuana,Exchange of visits with President-elect de la Madrid.,"October 8, 1982"
president,Ronald Reagan,Brazil,"Brasilia, Sao Paulo",Official working visit; met with President Figueiredo.,"November 30–December 3, 1982"
president,Ronald Reagan,Colombia,Bogota,Official working visit; met with President Betancur.,"December 3, 1982"
president,Ronald Reagan,Costa Rica,San Jose,Official working visit; met with President Monge and President Magana of El Salvador.,"December 3–4, 1982"
president,Ronald Reagan,Honduras,San Pedro Sula,Official working visit; met with President Suazo and with Guatemalan President Rios Montt.,"December 4, 1982"
president,Ronald Reagan,Mexico,La Paz (Baja California),Informal meeting with President de la Madrid.,"August 14, 1983"
president,Ronald Reagan,Japan,Tokyo,"State visit; met with Emperor Hirhito and Prime Minister Nakasone, and addressed the Diet.","November 9–12, 1983"
president,Ronald Reagan,"Korea, Republic of","Seoul, Demilitarized Zone","State visit; met with President Chun, addressed the National Assembly, and visited U.S. troops.","November 12–14, 1983"
president,Ronald Reagan,"China, People’s Republic of","Beijing, Xian, Shanghai",State visit; met with President Li and Premier Zhao.,"April 26–May 1, 1984"
president,Ronald Reagan,Ireland,"Shannon, Galway, Ballyporeen, Dublin",Met with President Hillery and Prime Minister FitzGerald; visited ancestral home; addressed Parliament.,"June 1–4, 1984"
president,Ronald Reagan,United Kingdom,London,"Met with Queen Elizabeth II and Prime Minister Thatcher. Attended Economic Summit Meeting June 7-9 of the Heads of State and Government of Canada, France, the Federal Republic of Germany, Italy, Japan, and the United Kingdom.","June 4–10, 1984"
president,Ronald Reagan,France,Normandy,"Attended commemorative ceremonies of the 40th anniversary of the Allied landing in Normandy. Also present were Prime Minister Trudeau of Canada, Queen Beatrix of the Netherlands, King Olav V of Norway, King Baudouin I of Belgium, President Mitterrand of France, Queen Elizabeth II of the United Kingdom, and Grand Duke Jean of Luxembourg.","June 6, 1984"
president,Ronald Reagan,Canada,Quebec,Met with Prime Minister Mulroney.,"March 17–18, 1985"
president,Ronald Reagan,"Germany, Federal Republic of",Bonn,"Attended Economic Summit Meeting of the Heads of State and Government of Canada, France, the Federal Republic of Germany, Italy, Japan, and the United Kingdom.","April 30–May 4, 1985"
president,Ronald Reagan,"Germany, Federal Republic of","Bonn, Bergen-Belsen, Bitburg, Hambach Castle",State visit; attended ceremonies commemorating 40th anniversary of the end of World War II in Europe.,"May 5–6, 1985"
president,Ronald Reagan,Spain,Madrid,State visit; met with King Juan Carlos I and President Gonzalez.,"May 6–8, 1985"
president,Ronald Reagan,France,Strasbourg,Addressed the European Parliament.,"May 8, 1985"
president,Ronald Reagan,Portugal,Lisbon,State visit; met with President Eanes and Prime Minister Scares; addressed the National Assembly.,"May 8–10, 1985"
president,Ronald Reagan,Switzerland,Geneva,Attended Summit Meeting (November 19-21) with Soviet General Secretary Gorbachev. Met also with Swiss President Furgler.,"November 16–21, 1985"
president,Ronald Reagan,Belgium,Brussels,"Briefed North Atlantic Council on Soviet summit Present were the Heads of State and Government of Belgium, Canada, Denmark, Federal Republic of Germany, Italy, the Netherlands, Norway, Luxembourg, Portugal, Turkey, and the United Kingdom.","November 21, 1985"
president,Ronald Reagan,Mexico,Mexicali,Informal meeting with President de La Madrid.,"January 3, 1986"
president,Ronald Reagan,Grenada,St. George's,"Met with Governor General Scoon and Prime Minister Blaize, and with the Prime Ministers of Dominica, Jamaica, St. Lucia, St. Christopher and Nevis, St. Vincent and the Grenadines, Antigua and Barbuda, Trinidad and Tobago, and Barbados. Dedicated a memorial to U.S. servicemen.","February 20, 1986"
president,Ronald Reagan,Indonesia,Bali,Attended an ASEAN Ministerial meeting; met with Indonesian President Soeharto and Philippine Vice President Laurel.,"April 29–May 2, 1986"
president,Ronald Reagan,Japan,Tokyo,"Attended Economic Summit Meeting of the Heads of State and Government of Canada, France, the Federal Republic of Germany, Italy, Japan, and the United Kingdom.","May 2–7, 1986"
president,Ronald Reagan,Iceland,Reykjavik,Pre-Summit meeting (October 10-11) with Soviet General Secretary Gorbachev. Met with President Finnbogadottir October 10.,"October 9–12, 1986"
president,Ronald Reagan,Canada,Ottawa,Official visit; met with Prime Minister Mulroney. Addressed Parliament April 6.,"April 4–6, 1987"
president,Ronald Reagan,Italy,"Venice, Rome","Attended Economic Summit Meeting (June 8-10) of the Heads of State and Government of Canada, France, the Federal Republic of Germany, Italy, Japan, and the United Kingdom. Met with President Cossiga and Prime Minister Fanfani in Rome on June 6.","June 3–11, 1987"
president,Ronald Reagan,Vatican City,,Audience with Pope John Paul II.,"June 6, 1987"
president,Ronald Reagan,Germany,West Berlin,Attended 750th Anniversary celebrations; met with Chancellor Kohl.,"June 11–12, 1987"
president,Ronald Reagan,"Germany, Federal Republic of",Bonn,Met with Chancellor Kohl.,"June 12, 1987"
president,Ronald Reagan,Mexico,Mazatlan,Informal meeting with President de la Madrid. Signed textile agreement.,"February 13, 1988"
president,Ronald Reagan,Belgium,Brussels,"Attended NATO Summit Meeting. Present were the Heads of State and Government of Canada, Denmark, France, Federal Republic of Germany, Greece, Iceland, Italy, Luxembourg, Norway, Portugal, Spain, Turkey, and the United Kingdom.","March 1–3, 1988"
president,Ronald Reagan,Finland,Helsinki,Met with President Koivisto and Prime Minister Holkeri; rested en route to U.S.-Soviet Summit.,"May 25–29, 1988"
president,Ronald Reagan,U.S.S.R.,Moscow,Summit meeting with General Secretary Gorbachev. Exchanged ratifications of the INF Treaty.,"May 29–June 2, 1988"
president,Ronald Reagan,United Kingdom,London,"Met with Queen Elizabeth II, Prime Minister Thatcher, and Japanese Prime Minister Takeshita.","June 2–3, 1988"
president,Ronald Reagan,Canada,Toronto,"Attended Economic Summit Meeting of the Heads of State and Government of Canada, France, the Federal Republic of Germany, Italy, Japan, and the United Kingdom.","June 19–21, 1988"
